"match_id","innings_1_score","runs_to_win","wickets_in_hand","bowler_runs","bowler_econ","bowler_wickets","bowler_boundaries","batsman_runs","batsman_sr","batsman_boundaries","non_striker_runs","non_striker_sr","non_striker_boundaries","bowler_eg_games","bowler_eg_runs","bowler_eg_economy","bowler_eg_wickets","batsman_eg_games","batsman_eg_runs","batsman_eg_sr","non_striker_eg_games","non_striker_eg_runs","non_striker_eg_sr","bowler_lt_games","bowler_lt_runs","bowler_lt_economy","bowler_lt_wickets","batsman_lt_games","batsman_lt_runs","batsman_lt_sr","non_striker_lt_games","non_striker_lt_runs","non_striker_lt_sr","match_result"
"501275","185","57","2","13","13.0000","0","2","17","85.0000","1","6","75.0000","0","11","155","11.9231","5","17","164","138.9831","6","36","138.4615","16","477","9.9375","8","24","270","117.3913","6","36","138.4615","Won"
"598027","119","2","4","3","3.0000","1","0","30","230.7692","5","7","175.0000","1","14","127","9.6456","4","103","1102","145.9603","73","851","173.6735","82","1443","7.5484","46","136","2159","127.4498","101","1490","129.1161","Lost"
"829828","202","63","2","18","6.0000","1","3","10","142.8571","1","1","50.0000","0","80","1172","10.7032","62","103","1102","145.9603","22","88","104.7619","104","3037","8.5670","127","136","2159","127.4498","25","122","104.2735","Won"
"829778","192","29","4","28","9.3333","0","3","12","133.3333","0","23","135.2941","3","79","1058","10.7230","43","103","1102","145.9603","73","851","173.6735","119","3342","7.9477","102","136","2159","127.4498","101","1490","129.1161","Won"
"981020","162","25","4","18","6.0000","1","1","6","120.0000","1","8","100.0000","0","100","1446","9.0753","83","7","62","119.2308","17","164","138.9831","121","3327","7.4016","146","9","104","123.8095","24","270","117.3913","Won"
"980944","160","7","3","20","6.6667","1","3","6","200.0000","1","1","100.0000","0","30","439","11.4522","21","67","424","123.6152","38","160","108.1081","36","1031","8.8625","37","75","584","111.8774","40","171","102.3952","Lost"
"1082605","188","55","3","20","6.6667","1","1","1","100.0000","0","43","165.3846","4","58","797","8.6007","54","4","12","92.3077","53","507","148.2456","70","1981","8.0311","90","5","24","114.2857","71","913","128.2303","Won"
"548341","189","55","4","25","8.3333","1","3","6","100.0000","0","19","111.7647","2","26","357","10.7100","16","4","22","100.0000","40","397","151.5267","46","1380","8.9417","50","4","22","100.0000","66","880","129.0323","Won"
"392221","168","8","3","22","11.0000","0","3","3","75.0000","0","11","157.1429","1","64","831","9.4611","55","67","424","123.6152","18","112","130.2326","82","2411","8.1499","100","75","584","111.8774","19","124","129.1667","Lost"
"392200","139","34","3","21","7.0000","2","3","31","103.3333","3","2","66.6667","0","64","776","9.5215","41","21","137","104.5802","8","40","88.8889","101","2703","7.9383","99","27","198","92.9577","11","55","79.7101","Won"
"1082609","159","11","1","21","7.0000","0","1","2","200.0000","0","2","66.6667","0","40","503","9.0631","27","19","32","76.1905","16","43","91.4894","46","1476","8.8119","55","21","44","78.5714","18","55","90.1639","Won"
"1082642","168","25","4","18","6.0000","1","2","48","123.0769","6","5","166.6667","0","22","280","9.6000","12","49","597","145.9658","18","109","151.3889","30","949","8.4606","31","83","1695","117.3823","21","186","125.6757","Won"
"1082592","184","13","7","15","15.0000","0","2","10","100.0000","1","71","139.2157","8","48","552","10.6154","29","141","2769","177.5000","43","684","166.4234","92","1975","8.9434","71","182","4631","137.3776","86","2343","130.4566","Lost"
"1082650","129","11","7","22","7.3333","1","2","3","50.0000","0","51","104.0816","4","45","487","9.6755","30","49","597","145.9658","43","684","166.4234","54","1740","8.4534","66","83","1695","117.3823","86","2343","130.4566","Won"
"419157","182","51","3","14","14.0000","0","2","22","84.6154","0","5","125.0000","0","110","1876","9.6287","108","7","80","123.0769","12","20","66.6667","137","3869","8.5597","175","9","123","123.0000","13","24","61.5385","Won"
"419165","145","17","3","16","5.3333","1","2","19","158.3333","3","51","130.7692","4","8","96","12.0000","4","17","41","68.3333","3","81","180.0000","13","364","7.7447","22","17","41","68.3333","7","203","130.1282","Won"
"419125","171","14","3","18","6.0000","0","3","1","20.0000","0","1","50.0000","0","8","96","12.0000","4","16","179","140.9449","38","160","108.1081","13","364","7.7447","22","20","285","110.0386","40","171","102.3952","Won"
"598016","183","46","2","15","7.5000","1","1","5","55.5556","0","7","87.5000","1","48","552","10.6154","29","42","180","96.2567","19","65","89.0411","92","1975","8.9434","71","42","183","94.3299","19","66","88.0000","Won"
"598018","180","55","4","27","9.0000","1","3","3","60.0000","0","1","100.0000","0","33","336","8.7273","21","28","214","131.2883","11","80","117.6471","91","2059","7.5513","82","34","317","115.6934","23","284","89.0282","Won"
"598009","130","7","4","22","7.3333","0","2","14","127.2727","1","42","95.4545","2","80","1172","10.7032","62","22","214","146.5753","11","80","117.6471","104","3037","8.5670","127","23","280","145.0777","23","284","89.0282","Lost"
"598056","223","90","3","12","12.0000","0","2","35","116.6667","4","7","70.0000","1","58","797","8.6007","54","28","214","131.2883","32","163","107.9470","70","1981","8.0311","90","34","317","115.6934","33","167","104.3750","Won"
"501261","135","26","4","12","6.0000","2","1","12","133.3333","2","16","160.0000","2","6","80","11.7073","7","110","1783","177.2366","73","620","153.0864","8","206","8.2953","10","144","3044","150.9921","86","829","139.3277","Won"
"501223","118","5","7","19","6.3333","0","1","12","80.0000","1","14","116.6667","2","24","207","8.0649","8","84","1478","183.8308","20","293","160.9890","55","1418","7.4047","39","194","5230","131.0449","36","974","130.7383","Lost"
"501244","169","28","4","5","5.0000","1","0","5","100.0000","0","10","200.0000","2","50","617","10.2833","28","48","247","106.9264","7","100","178.5714","89","2348","8.0873","74","54","362","93.5401","21","280","112.0000","Won"
"501208","163","20","3","27","9.0000","1","3","11","137.5000","1","6","150.0000","1","59","941","10.9419","48","32","163","107.9470","48","247","106.9264","79","2447","8.9307","88","33","167","104.3750","54","362","93.5401","Won"
"598017","165","16","4","25","8.3333","0","2","26","162.5000","2","4","200.0000","0","64","831","9.4611","55","103","1102","145.9603","34","432","170.7510","82","2411","8.1499","100","136","2159","127.4498","42","551","158.3333","Lost"
"598031","185","11","5","11","11.0000","0","1",NULL,NULL,NULL,"5","100.0000","0","72","961","9.9931","55","34","432","170.7510","73","851","173.6735","105","2742","8.1124","107","42","551","158.3333","101","1490","129.1161","Lost"
"598007","148","12","2","27","9.0000","2","3","51","204.0000","8","0","0.0000","0","41","542","10.6623","28","141","2769","177.5000","6","25","69.4444","63","1733","7.6795","82","182","4631","137.3776","7","26","63.4146","Won"
"729294","166","6","5","21","10.5000","0","3","8","88.8889","1","46","135.2941","5","63","620","8.9855","39","5","26","76.4706","51","882","170.9302","163","4330","7.9938","164","6","61","95.3125","75","2029","124.4022","Lost"
"734010","186","26","4","17","5.6667","2","2","30","187.5000","4","1","33.3333","0","21","265","7.8713","22","47","544","141.2987","4","18","81.8182","26","725","7.5000","39","75","1141","125.7993","4","19","82.6087","Won"
"734016","201","76","1","13","4.3333","1","1","50","128.2051","6","1","100.0000","0","49","565","10.2417","24","49","597","145.9658","7","12","42.8571","91","2461","8.3802","91","83","1695","117.3823","7","12","42.8571","Won"
"392235","150","28","1","22","7.3333","1","3","10","200.0000","2","6","75.0000","0","26","313","9.0288","21","10","39","102.6316","14","42","73.6842","29","815","7.5697","38","12","39","95.1220","14","42","72.4138","Won"
"392225","166","57","1","22","7.3333","2","2","16","88.8889","0","5","83.3333","0","42","458","9.6084","26","103","1102","145.9603","10","39","102.6316","90","2399","7.5798","99","136","2159","127.4498","12","39","95.1220","Won"
"392210","141","2","3","17","5.6667","2","2","3","75.0000","0","35","159.0909","4","6","85","10.2000","2","2","9","69.2308","13","120","116.5049","6","160","6.8571","6","2","9","69.2308","16","194","116.1677","Lost"
"392199","149","3","6","25","8.3333","0","3","20","181.8182","3","67","142.5532","7","80","1172","10.7032","62","25","244","131.8919","13","199","174.5614","104","3037","8.5670","127","38","514","109.3617","50","1159","115.7842","Lost"
"981022","162","5","4","28","9.3333","0","4","88","157.1429","13","27","245.4545","3","79","1058","10.7230","43","36","553","188.7372","16","172","157.7982","119","3342","7.9477","102","142","5254","142.1152","17","187","152.0325","Lost"
"419170","168","27","2","27","9.0000","1","4",NULL,NULL,NULL,NULL,NULL,NULL,"24","297","7.6154","28","24","108","100.0000","20","86","89.5833","27","716","7.4583","43","27","117","83.5714","20","88","88.8889","Won"
"419147","165","34","2","30","10.0000","0","5","25","156.2500","4","4","57.1429","0","24","297","7.6154","28","73","620","153.0864","6","36","138.4615","27","716","7.4583","43","86","829","139.3277","6","36","138.4615","Won"
"419137","163","6","4","18","9.0000","0","2",NULL,NULL,NULL,"13","185.7143","2","36","465","8.9711","14","73","620","153.0864","17","164","138.9831","38","1126","7.7211","30","86","829","139.3277","24","270","117.3913","Lost"
"548350","152","12","8","25","8.3333","0","4","75","129.3103","9",NULL,NULL,NULL,"81","1232","10.6207","62","33","475","152.7331","18","269","157.3099","120","3687","8.7508","137","140","3933","121.5389","22","506","130.4124","Won"
"548322","197","32","1","24","8.0000","3","4","1","33.3333","0","2","50.0000","0","41","542","10.6623","28","4","22","100.0000","14","42","73.6842","63","1733","7.6795","82","4","22","100.0000","14","42","72.4138","Won"
"548331","196","11","5","33","11.0000","0","7","45","250.0000","8","1","100.0000","0","81","895","8.4700","55","37","606","164.6739","12","96","131.5068","95","2583","7.1027","105","63","1400","125.8993","17","170","127.8195","Lost"
"548383","162","26","4","17","5.6667","0","1",NULL,NULL,NULL,"14","140.0000","2","99","1089","7.7693","68","56","663","150.3401","26","257","141.9890","119","3219","6.9201","143","82","1150","121.4361","35","365","126.7361","Won"
"829758","192","99","2","9","4.5000","0","1","10","52.6316","0","2","50.0000","0","62","883","10.2278","46","7","32","84.2105","3","8","80.0000","86","2488","8.5108","100","8","36","76.5957","4","12","70.5882","Won"
"829746","191","14","4","30","10.0000","0","4","8","200.0000","1","4","100.0000","0","49","802","10.3041","42","26","157","109.7902","53","507","148.2456","60","1849","8.9612","76","28","167","102.4540","71","913","128.2303","Lost"
"829714","162","32","2","16","5.3333","0","1",NULL,NULL,NULL,"0","0.0000","0","58","797","8.6007","54","3","8","80.0000","7","32","84.2105","70","1981","8.0311","90","4","12","70.5882","8","36","76.5957","Won"
"829780","172","33","4","8","4.0000","0","1",NULL,NULL,NULL,"11","110.0000","1","80","1172","10.7032","62","26","157","109.7902","43","528","162.4615","104","3037","8.5670","127","28","167","102.4540","97","1979","132.1095","Won"
"829764","150","25","2","30","10.0000","0","4","1","50.0000","0","0","0.0000","0","79","1058","10.7230","43","26","157","109.7902","7","32","84.2105","119","3342","7.9477","102","28","167","102.4540","8","36","76.5957","Won"
"598015","114","6","3","13","4.3333","1","1","3","100.0000","0","16","123.0769","2","64","776","9.5215","41","32","163","107.9470","48","247","106.9264","101","2703","7.9383","99","33","167","104.3750","54","362","93.5401","Lost"
"501241","165","23","4","23","7.6667","1","3",NULL,NULL,NULL,"1","100.0000","0","24","297","7.6154","28","48","247","106.9264","27","297","144.8780","27","716","7.4583","43","54","362","93.5401","34","446","120.2156","Won"
"392211","163","29","2","16","8.0000","0","2","1","50.0000","0",NULL,NULL,NULL,"58","877","10.4821","39","48","247","106.9264","17","41","68.3333","73","2083","8.2659","85","54","362","93.5401","17","41","68.3333","Won"
"1082623","207","33","3","36","12.0000","1","7","2","100.0000","0","14","140.0000","2","64","794","9.0398","63","22","88","104.7619","7","32","84.2105","88","2537","7.9780","121","25","122","104.2735","8","36","76.5957","Won"
"598078","148","42","1","16","5.3333","1","1","47","120.5128","5","0","0.0000","0","48","552","10.6154","29","141","2769","177.5000","22","88","104.7619","92","1975","8.9434","71","182","4631","137.3776","25","122","104.2735","Won"
"598020","159","36","3","23","7.6667","1","3","13","130.0000","1","5","100.0000","0","51","767","11.1699","35","57","637","157.6733","34","432","170.7510","75","2103","8.3232","82","67","975","142.7526","42","551","158.3333","Won"
"598035","159","15","5",NULL,NULL,NULL,NULL,"53","165.6250","8","0","0.0000","0","13","169","10.0396","11","141","2769","177.5000","34","432","170.7510","20","400","9.1603","19","182","4631","137.3776","42","551","158.3333","Lost"
"1082595","157","19","3",NULL,NULL,NULL,NULL,"57","162.8571","7","6","50.0000","0","14","152","11.4000","9","33","565","218.1467","48","247","106.9264","42","954","7.9944","38","68","2091","152.6277","54","362","93.5401","Won"
"419140","181","34","6",NULL,NULL,NULL,NULL,"7","100.0000","0","44","125.7143","5","20","234","9.2368","9","14","144","135.8491","20","293","160.9890","38","755","8.1769","19","39","676","117.9756","36","974","130.7383","Won"
"419111","161","17","3","26","8.6667","1","4","6","150.0000","1","1","50.0000","0","52","704","11.1158","17","14","144","135.8491","3","7","77.7778","90","2681","8.3564","73","39","676","117.9756","4","8","72.7273","Won"
"419150","184","9","7","30","10.0000","1","3","43","195.4545","6","78","136.8421","9","80","1172","10.7032","62","20","293","160.9890","14","144","135.8491","104","3037","8.5670","127","36","974","130.7383","39","676","117.9756","Lost"
"1082615","176","11","6","32","16.0000","0","5","11","220.0000","2","54","174.1935","7","40","503","9.0631","27","49","597","145.9658","141","2769","177.5000","46","1476","8.8119","55","83","1695","117.3823","182","4631","137.3776","Lost"
"1082629","161","8","5","18","9.0000","1","2","98","163.3333","12","10","166.6667","1","49","802","10.3041","42","17","200","166.6667","27","297","144.8780","60","1849","8.9612","76","40","920","135.6932","34","446","120.2156","Lost"
"1082610","213","26","4","41","13.6667","0","6","2","100.0000","0","39","260.0000","6","4","50","8.3333","4","11","70","118.6441","14","181","196.7391","5","185","10.2778","5","13","91","121.3333","46","1211","137.1461","Won"
"734036","173","25","6","29","9.6667","0","4","42","168.0000","4","2","100.0000","0","84","1322","8.9526","69","51","882","170.9302","47","544","141.2987","92","2687","7.6155","127","75","2029","124.4022","75","1141","125.7993","Won"
"729306","184","20","6","26","8.6667","0","4","17","170.0000","2","12","400.0000","2","100","1446","9.0753","83","49","597","145.9658","51","882","170.9302","121","3327","7.4016","146","83","1695","117.3823","75","2029","124.4022","Won"
"729284","163","47","4","10","5.0000","0","0","4","66.6667","0","4","133.3333","1","63","620","8.9855","39","110","1783","177.2366","6","55","125.0000","163","4330","7.9938","164","144","3044","150.9921","13","169","113.4228","Won"
"548315","157","27","3","20","6.6667","0","3","8","133.3333","1",NULL,NULL,NULL,"80","1172","10.7032","62","1","12","133.3333","20","116","145.0000","104","3037","8.5670","127","1","12","133.3333","20","126","141.5730","Won"
"548377","215","30","3","22","11.0000","1","3","25","208.3333","3","5","166.6667","1","5","64","9.8462","5","42","841","209.7257","26","257","141.9890","8","226","8.8052","9","61","1517","183.6562","35","365","126.7361","Won"
"501229","172","44","2","21","7.0000","1","2","20","133.3333","3",NULL,NULL,NULL,"41","364","8.1798","28","48","247","106.9264","16","43","91.4894","157","4038","7.1808","161","54","362","93.5401","18","55","90.1639","Won"
"501264","136","4","6","22","7.3333","1","2","13","118.1818","1","1","33.3333","0","23","289","8.4175","19","27","297","144.8780","7","100","178.5714","26","731","7.6678","31","34","446","120.2156","21","280","112.0000","Lost"
"501266","152","19","6","32","10.6667","1","4","2","100.0000","0","47","123.6842","5","24","297","7.6154","28","18","269","157.3099","37","606","164.6739","27","716","7.4583","43","22","506","130.4124","63","1400","125.8993","Won"
"980936","185","21","3","6","3.0000","2","1","17","212.5000","2","0","0.0000","0","12","198","11.1028","9","41","251","145.9302","8","48","141.1765","14","450","8.5174","20","47","342","120.4225","10","87","129.8507","Won"
"981010","172","23","4","20","6.6667","1","1","42","161.5385","5","1","100.0000","0","39","422","9.0429","18","141","2769","177.5000","47","309","123.1076","96","2502","7.4354","87","182","4631","137.3776","55","412","110.4558","Lost"
"980970","162","3","7","44","14.6667","0","6","13","325.0000","2","59","125.5319","6","45","711","10.9948","46","22","266","153.7572","33","475","152.7331","63","2055","9.1064","74","30","423","138.6885","140","3933","121.5389","Lost"
"829804","185","28","3","28","9.3333","0","4","67","176.3158","7",NULL,NULL,NULL,"52","704","11.1158","17","50","760","183.5749","2","1","33.3333","90","2681","8.3564","73","77","1850","139.3072","2","1","33.3333","Won"
"829802","157","27","2","29","9.6667","1","3","4","80.0000","0",NULL,NULL,NULL,"110","1876","9.6287","108","34","432","170.7510","8","48","141.1765","137","3869","8.5597","175","42","551","158.3333","10","87","129.8507","Won"
"829720","184","12","3","29","9.6667","1","4","7","233.3333","1","0","0.0000","0","23","225","8.7097","10","34","432","170.7510","11","102","150.0000","44","1095","8.3059","28","42","551","158.3333","13","115","129.2135","Lost"
"980984","137","14","5","20","6.6667","2","4","16","145.4545","1","22","129.4118","2","64","794","9.0398","63","22","266","153.7572","141","2769","177.5000","88","2537","7.9780","121","30","423","138.6885","182","4631","137.3776","Won"
"419152","138","2","6","24","8.0000","1","2","26","123.8095","3","13","162.5000","1","21","192","8.9302","8","20","293","160.9890","20","168","152.7273","69","1139","7.5264","30","36","974","130.7383","88","2385","135.8974","Lost"
"419168","142","39","1",NULL,NULL,NULL,NULL,"1","50.0000","0","0","0.0000","0","21","192","8.9302","8","18","16","38.0952","27","50","71.4286","69","1139","7.5264","30","19","16","36.3636","28","52","68.4211","Won"
"419146","159","6","3","13","6.5000","1","2","71","173.1707","10","3","100.0000","0","43","465","9.1176","25","84","1478","183.8308","27","50","71.4286","75","1944","7.7450","73","194","5230","131.0449","28","52","68.4211","Won"
"980958","194","22","5","30","10.0000","0","4","5","125.0000","0","24","171.4286","2","100","1446","9.0753","83","4","17","85.0000","47","544","141.2987","121","3327","7.4016","146","4","17","85.0000","75","1141","125.7993","Won"
"598046","186","19","7","32","10.6667","0","4","73","146.0000","10","48","200.0000","7","110","1876","9.6287","108","21","262","161.7284","50","760","183.5749","137","3869","8.5597","175","69","2489","133.3869","77","1850","139.3072","Won"
"981024","208","18","4","20","6.6667","0","3","2","66.6667","0","15","214.2857","2","100","1446","9.0753","83","6","32","100.0000","7","95","163.7931","121","3327","7.4016","146","6","32","88.8889","10","137","138.3838","Won"
"980974","191","4","7","19","6.3333","0","1","5","71.4286","0","102","182.1429","14","51","767","11.1699","35","5","100","181.8182","72","1265","192.5419","75","2103","8.3232","82","10","205","139.4558","184","5873","131.0645","Lost"
"548326","157","2","5","12","6.0000","0","1","97","153.9683","14","23","153.3333","3","5","49","11.7600","0","7","123","178.2609","16","179","140.9449","21","453","7.4060","12","36","1001","134.9057","20","285","110.0386","Lost"
"548338","192","26","4","17","5.6667","2","3","24","133.3333","3","7","350.0000","1","11","193","10.4324","5","16","179","140.9449","44","411","140.7534","15","416","7.9238","16","20","285","110.0386","94","1554","118.8073","Won"
"548375","140","33","1","15","5.0000","3","2","3","75.0000","0",NULL,NULL,NULL,"99","1089","7.7693","68","27","50","71.4286","10","39","102.6316","119","3219","6.9201","143","28","52","68.4211","12","39","95.1220","Won"
"336001","178","17","1","25","8.3333","1","2","1","100.0000","0",NULL,NULL,NULL,"7","106","12.2308","3","9","49","144.1176","32","163","107.9470","15","421","9.8672","13","11","76","138.1818","33","167","104.3750","Won"
"501203","153","9","4","25","8.3333","0","4","12","150.0000","2",NULL,NULL,NULL,"27","449","11.2250","13","20","213","129.8780","41","251","145.9302","40","1316","8.8919","34","33","399","114.0000","47","342","120.4225","Won"
"734054","199","5","3","38","12.6667","0","4","1","50.0000","0","9","225.0000","1","25","312","11.0118","16","20","58","92.0635","67","424","123.6152","33","1045","8.4048","43","63","892","164.5756","75","584","111.8774","Lost"
"733984","170","17","4","16","5.3333","3","3","6","50.0000","0","20","181.8182","2","72","961","9.9931","55","39","402","160.1594","29","313","147.6415","105","2742","8.1124","107","86","2024","135.0233","46","748","127.4276","Won"
"729320","152","12","3","17","5.6667","1","3","20","153.8462","2","0","0.0000","0","12","198","11.1028","9","29","313","147.6415","67","424","123.6152","14","450","8.5174","20","46","748","127.4276","75","584","111.8774","Lost"
"734020","142","10","7","24","8.0000","0","4","38","140.7407","4","13","108.3333","1","100","1446","9.0753","83","82","1126","161.7816","17","212","151.4286","121","3327","7.4016","146","153","3222","144.2902","21","326","138.7234","Lost"
"1082616","188","36","3","31","10.3333","2","6","3","50.0000","0","57","135.7143","6","60","731","9.9007","41","7","29","96.6667","84","1162","169.3878","92","2686","7.8347","117","7","32","91.4286","176","3823","129.9456","Won"
"1082637","189","8","6","23","11.5000","1","3","28","140.0000","2","6","120.0000","0","18","281","10.2182","12","84","1162","169.3878","103","1102","145.9603","22","636","8.4238","21","176","3823","129.9456","136","2159","127.4498","Lost"
"336045","163","8","3","34","11.3333","0","6","5","125.0000","0","7","116.6667","1","58","877","10.4821","39","3","12","120.0000","21","137","104.5802","73","2083","8.2659","85","5","36","128.5714","27","198","92.9577","Lost"
"336024","221","44","3","8","2.6667","1","1",NULL,NULL,NULL,"22","122.2222","3","64","776","9.5215","41","5","7","58.3333","8","40","88.8889","101","2703","7.9383","99","5","7","58.3333","11","55","79.7101","Won"
"336020","156","2","3","34","17.0000","0","5","1","33.3333","0","4","200.0000","1","11","81","7.7143","11","8","40","88.8889","2","37","168.1818","17","511","9.0442","22","11","55","79.7101","6","121","101.6807","Lost"
"336041","145","15","5","14","4.6667","2","1","30","120.0000","2","19","111.7647","1","9","132","9.4286","7","2","37","168.1818","103","1102","145.9603","10","306","7.8462","19","6","121","101.6807","136","2159","127.4498","Lost"
"598042","174","17","1","32","10.6667","1","5","14","175.0000","2","0","0.0000","0","49","565","10.2417","24","51","294","113.5135","5","5","35.7143","91","2461","8.3802","91","57","340","108.9744","5","5","35.7143","Won"
"598030","185","16","7","19","9.5000","0","2","65","175.6757","8","76","133.3333","7","3","45","11.7391","1","50","760","183.5749","39","410","149.6350","6","125","10.5634","2","77","1850","139.3072","90","1659","124.4561","Lost"
"598061","150","40","3","14","4.6667","4","1","24","66.6667","1","3","75.0000","0","8","112","13.4400","4","7","67","136.7347","4","18","150.0000","19","354","9.0000","14","16","302","124.2798","4","18","150.0000","Won"
"598041","171","6","6","32","10.6667","0","5","1","100.0000","0","32","188.2353","3","80","1172","10.7032","62","40","397","151.5267","37","606","164.6739","104","3037","8.5670","127","66","880","129.0323","63","1400","125.8993","Lost"
"1136561","165","7","1","30","10.0000","1","5","14","87.5000","1","2","100.0000","0","22","309","8.0961","15","47","544","141.2987","7","29","93.5484","24","693","7.6015","28","75","1141","125.7993","8","33","89.1892","Lost"
"1136565","202","17","5","16","16.0000","0","3","1","100.0000","0","4","80.0000","0","80","1172","10.7032","62","73","851","173.6735","103","1102","145.9603","104","3037","8.5670","127","101","1490","129.1161","136","2159","127.4498","Lost"
"1136567","147","11","1","26","8.6667","0","3","24","114.2857","1",NULL,NULL,NULL,"10","147","11.6053","3","36","328","149.0909","1","5","250.0000","17","430","9.1815","12","50","627","129.8137","1","5","250.0000","Lost"
"1136568","155","5","4","37","12.3333","0","5","1","100.0000","0","1","50.0000","0","62","883","10.2278","46","18","109","151.3889","11","48","106.6667","86","2488","8.5108","100","21","186","125.6757","11","63","95.4545","Lost"
"1136569","194","11","7","15","5.0000","1","1","80","170.2128","10","27","135.0000","4","22","309","8.0961","15","2","41","178.2609","22","300","168.5393","24","693","7.6015","28","8","179","133.5821","78","2208","126.6781","Lost"
"1136571","217","36","4","30","10.0000","1","3","31","163.1579","4","0","0.0000","0","7","140","11.8310","5","39","410","149.6350","11","48","106.6667","9","284","10.1429","10","90","1659","124.4561","11","63","95.4545","Won"
"1136572","197","17","5","35","11.6667","1","6",NULL,NULL,NULL,"69","176.9231","9","62","883","10.2278","46","73","851","173.6735","141","2769","177.5000","86","2488","8.5108","100","101","1490","129.1161","182","4631","137.3776","Won"
"1136574","213","59","2","17","5.6667","2","2","80","145.4545","9","8","266.6667","1","84","1322","8.9526","69","72","1265","192.5419","9","46","95.8333","92","2687","7.6155","127","184","5873","131.0645","9","46","95.8333","Won"
"1136576","193","33","5","36","12.0000","0","3","10","142.8571","1","55","137.5000","4","67","603","7.7974","32","29","313","147.6415","48","605","152.7778","151","3756","6.9771","153","46","748","127.4276","134","3278","122.0857","Won"
"1136580","182","19","4","23","11.5000","1","3","2","100.0000","0","6","600.0000","1","110","1876","9.6287","108","43","528","162.4615","22","133","160.2410","137","3869","8.5597","175","97","1979","132.1095","23","139","151.0870","Won"
"1136581","167","10","4","15","7.5000","1","1","8","133.3333","1","23","287.5000","4","30","393","11.5024","20","17","182","173.3333","13","128","191.0448","60","1340","9.2520","45","21","195","163.8655","19","186","169.0909","Lost"
"1136582","143","17","3","13","4.3333","1","1","45","115.3846","4","1","50.0000","0","11","134","12.1818","4","22","300","168.5393","48","247","106.9264","18","568","8.3122","18","78","2208","126.6781","54","362","93.5401","Won"
"1136584","205","16","5","42","14.0000","1","5","3","75.0000","0","64","193.9394","7","11","201","13.7045","7","73","851","173.6735","141","2769","177.5000","22","525","10.6061","14","101","1490","129.1161","182","4631","137.3776","Lost"
"1136585","132","15","1","14","7.0000","1","1","10","250.0000","2","8","100.0000","1","18","295","11.4194","14","4","10","90.9091","6","25","69.4444","20","704","9.9388","21","5","11","78.5714","7","26","63.4146","Won"
"1136586","219","67","1","33","11.0000","2","5","3","100.0000","0","6","200.0000","1","45","694","10.7044","34","26","157","109.7902","10","52","86.6667","48","1597","8.6402","67","28","167","102.4540","10","57","76.0000","Won"
"1136587","169","5","8","25","12.5000","0","3","11","183.3333","1","53","170.9677","8","44","493","9.2150","26","61","950","181.6444","84","1478","183.8308","58","1713","7.9551","83","74","1351","159.8817","194","5230","131.0449","Lost"
"1136588","151","21","5","17","17.0000","0","3","1","100.0000","0","64","123.0769","6","18","295","11.4194","14","13","128","191.0448","33","475","152.7331","20","704","9.9388","21","19","186","169.0909","140","3933","121.5389","Won"
"1136589","175","4","5","32","10.6667","0","5","1","100.0000","0","62","119.2308","8","81","1232","10.6207","62","16","145","129.4643","7","36","105.8824","120","3687","8.7508","137","37","939","125.5348","41","1280","141.2804","Lost"
"1136590","211","28","5","13","4.3333","1","2","1","50.0000","0","44","162.9630","5","11","174","9.6667","11","18","248","167.5676","23","288","158.2418","11","331","7.8810","23","23","366","135.0554","32","654","127.9843","Won"
"1136591","167","25","4","15","5.0000","1","2","50","121.9512","6","2","200.0000","0","27","449","11.2250","13","61","950","181.6444","15","216","178.5124","40","1316","8.8919","34","74","1351","159.8817","17","238","168.7943","Won"
"1136596","163","14","7","23","7.6667","0","2","14","175.0000","2","31","106.8966","1","26","360","11.0769","13","82","1126","161.7816","25","373","168.7783","40","1062","8.1379","36","153","3222","144.2902","52","1619","135.2548","Lost"
"1136597","181","23","5","20","10.0000","0","3","1","50.0000","0","31","140.9091","5","19","146","7.8919","10","20","58","92.0635","84","1162","169.3878","69","1530","7.3735","49","63","892","164.5756","176","3823","129.9456","Won"
"1136599","146","12","5","22","7.3333","0","4","31","119.2308","3","18","90.0000","1","100","1446","9.0753","83","13","160","142.8571","39","410","149.6350","121","3327","7.4016","146","21","303","135.2679","90","1659","124.4561","Won"
"1136600","158","32","4","20","6.6667","0","1","11","73.3333","0","81","124.6154","10","59","941","10.9419","48","29","403","159.2885","24","468","184.2520","79","2447","8.9307","88","42","825","137.9599","72","2659","136.0798","Won"
"1136603","176","12","4","19","6.3333","2","2","83","150.9091","12",NULL,NULL,NULL,"110","1876","9.6287","108","18","261","178.7671","17","182","173.3333","137","3869","8.5597","175","57","1715","149.7817","21","195","163.8655","Lost"
"1136604","245","38","4","25","8.3333","0","3","14","155.5556","2","45","214.2857","7","20","308","10.5000","15","11","70","118.6441","47","309","123.1076","24","830","9.4497","22","13","91","121.3333","55","412","110.4558","Won"
"1136610","186","17","6","26","8.6667","1","4","4","80.0000","0","1","100.0000","0","47","603","9.8315","34","53","507","148.2456","56","906","183.4008","56","1839","8.6609","75","71","913","128.2303","126","2754","130.2128","Won"
"1136611","218","20","8","40","13.3333","0","6","81","197.5610","12","59","173.5294","9","30","472","10.8923","19","25","373","168.7783","48","605","152.7778","35","1101","9.2263","41","52","1619","135.2548","134","3278","122.0857","Won"
